lat,lon,bonitet,лён,картофель,овёс,рожь,пшеница
58.465,40.4,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.501,39.175,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.591,39.912,48,непригодная,непригодная,непригодная,непригодная,непригодная
57.578,39.137,70,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.375,40.102,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.486,40.427,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.864,38.791,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.871,39.232,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.778,39.27,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.663,38.508,76,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.455,39.433,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.484,39.871,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.117,39.22,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.182,38.621,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.162,39.349,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.704,38.269,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.0,38.737,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.786,39.096,56,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.842,39.602,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.877,39.116,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.783,39.263,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.035,38.445,46,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.284,39.559,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная
58.209,37.986,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.536,38.016,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,ограниченно пригодная
58.259,38.009,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.655,40.165,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная
57.354,38.863,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.2,37.704,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.97,37.516,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.134,38.344,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.681,39.797,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.49,38.664,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.827,37.654,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,ограниченно пригодная
57.968,39.132,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.306,40.477,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.508,38.967,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.282,39.492,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.392,38.963,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.121,38.093,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.417,40.965,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.493,41.026,63,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.532,38.94,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.806,39.693,48,непригодная,непригодная,непригодная,непригодная,непригодная
57.903,38.852,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.614,38.0,78,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.251,38.475,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.753,40.206,66,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.081,38.576,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.333,38.791,46,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.736,38.332,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.652,39.46,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.583,38.127,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.767,38.755,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.284,40.131,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.246,39.751,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.098,39.729,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.496,40.834,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.397,39.173,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.453,39.417,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.651,39.72,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.446,37.659,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.892,38.228,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.068,39.898,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.988,38.696,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.354,39.15,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.059,39.957,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.037,37.934,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.79,39.385,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.338,39.808,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.398,38.59,48,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.415,40.755,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.453,40.965,50,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.086,38.777,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.192,38.009,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.56,39.654,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.625,39.336,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.935,39.516,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.558,38.179,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.781,40.558,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.308,38.558,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.141,39.051,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.284,39.141,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.35,38.795,49,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.481,37.686,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.044,39.53,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.403,39.993,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.681,38.734,73,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.141,38.922,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.286,39.195,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.367,40.086,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.478,39.921,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.24,39.559,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.87,40.235,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.656,38.545,44,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.685,38.576,48,непригодная,непригодная,непригодная,непригодная,непригодная
56.697,39.04,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.536,40.723,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.38,38.599,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.56,40.066,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.473,39.055,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.425,40.201,51,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.799,39.654,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.329,40.608,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.915,38.696,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.041,39.473,56,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.407,39.403,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.624,39.864,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.114,40.009,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.81,40.323,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.124,39.819,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.842,39.331,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная
57.019,38.911,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.781,38.386,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.485,39.241,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.362,39.482,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.977,40.599,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.087,39.092,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.168,38.838,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.757,39.336,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.278,40.255,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.27,39.18,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.293,39.263,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.536,39.618,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.731,40.592,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.882,38.716,75,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.372,38.771,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.953,39.668,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.571,38.676,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.828,39.186,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.152,40.346,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.508,40.908,48,непригодная,непригодная,непригодная,непригодная,непригодная
58.501,39.464,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.131,39.159,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
58.013,38.334,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.238,39.25,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.683,40.095,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.192,38.655,46,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.681,40.346,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.889,38.511,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.398,37.923,44,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
58.391,38.859,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.71,39.797,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.078,40.612,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.171,39.916,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.717,39.837,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.397,40.201,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.821,39.092,56,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.809,39.238,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.391,39.015,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.716,39.116,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.977,37.699,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.662,39.128,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.901,39.467,58,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.542,39.867,65,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.829,37.455,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.741,40.237,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.992,38.269,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.491,38.777,62,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.084,38.42,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.084,39.112,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.703,40.165,64,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.636,38.531,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.544,37.826,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.977,37.932,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.26,39.374,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.642,38.348,46,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.932,38.703,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.416,38.12,76,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.631,39.299,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.213,38.92,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.81,37.695,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,ограниченно пригодная
57.272,40.405,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.188,40.174,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.336,40.565,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.223,39.198,53,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.111,40.728,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.223,40.933,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.386,41.107,61,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.503,38.038,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.177,38.859,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.11,38.832,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.244,38.56,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.326,40.766,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.602,39.41,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.136,38.479,71,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.182,39.385,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.468,38.02,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.149,39.008,48,непригодная,непригодная,непригодная,ограниченно пригодная,непригодная
57.459,39.365,63,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.841,39.907,68,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.63,38.678,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.694,38.231,53,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.348,38.174,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.065,39.209,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.505,41.031,65,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.301,40.341,69,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.611,37.788,44,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.378,38.28,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.154,39.125,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
56.615,38.906,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.462,37.916,52,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.648,38.305,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.882,38.884,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.254,39.808,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.276,39.566,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.565,39.286,45,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.03,40.106,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.714,38.775,73,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.384,40.879,49,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
57.686,39.245,55,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.453,40.701,49,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.78,38.298,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.866,39.476,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.424,38.484,50,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
56.816,38.499,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.877,39.112,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.941,40.662,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.05,38.371,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
56.634,38.728,78,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.29,40.85,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.687,38.452,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
57.368,38.703,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
58.18,40.267,53,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.044,40.694,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.661,38.285,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.597,37.867,78,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
56.833,38.237,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.429,40.034,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.528,38.009,68,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.257,39.774,48,непригодная,ограниченно пригодная,непригодная,непригодная,непригодная
58.087,38.215,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,подходящая,непригодная
57.92,39.611,70,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная
57.239,39.042,66,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная,непригодная
57.389,38.49,71,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
58.591,38.041,48,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,ограниченно пригодная,непригодная
